iddetalle_ingreso,cantidad,precio,tipo_comprobante,serie_comprobante,num_comprobante,fecha,impuesto,total,estado_ingreso,idcategoria,codigo,nombre,precio_venta,stock,descripcion,imagen,estado_articulo
531219507,21,970.45,Boleta de Venta,2277723,,2016-05-24,63.83,19806.98,Completada,82016,DeCzwQLw,Zapatos Successful,970.45,70,Artículo Zapatos Successful en venta en tienda,fig_159,1
536457394,79,267.4,Nota de Crédito,9556103,,2015-05-23,17.63,60077.68,Completada,39582,ObqrUHHk,Suéter Already,267.4,50,Artículo Suéter Already en venta en tienda,fig_142,1
728157607,57,267.4,Nota de Crédito,6433556,,2016-01-27,0.48,45277.71,En proceso,39582,ObqrUHHk,Suéter Already,267.4,50,Artículo Suéter Already en venta en tienda,fig_142,1
758896818,47,678.26,Boleta de Venta,8022006,,2023-10-28,45.12,37197.12,Completada,64218,ir06qGfH,Galleta Begin,678.26,99,Artículo Galleta Begin en venta en tienda,fig_906,1
610735404,28,678.26,Boleta de Venta,2337995,,2019-06-21,30.42,24386.63,Reembolsada,64218,ir06qGfH,Galleta Begin,678.26,99,Artículo Galleta Begin en venta en tienda,fig_906,1
832546191,3,678.26,Nota de Crédito,2981845,,2017-02-26,36.57,76981.71,Pendiente,64218,ir06qGfH,Galleta Begin,678.26,99,Artículo Galleta Begin en venta en tienda,fig_906,1
215297770,8,678.26,Recibo,3601798,,2019-03-28,58.51,10780.41,Reembolsada,64218,ir06qGfH,Galleta Begin,678.26,99,Artículo Galleta Begin en venta en tienda,fig_906,1
766180853,53,678.26,Ticket de Venta,5741292,,2019-11-06,77.5,78746.21,Cancelada,64218,ir06qGfH,Galleta Begin,678.26,99,Artículo Galleta Begin en venta en tienda,fig_906,1
704274612,84,941.73,Nota de Débito,6648999,,2015-11-18,7.67,98088.33,En proceso,32684,AZhp1uQ7,Cama House,941.73,1,Artículo Cama House en venta en tienda,fig_111,1
123332907,84,941.73,Nota de Crédito,6356121,,2021-11-22,58.31,94484.64,En proceso,32684,AZhp1uQ7,Cama House,941.73,1,Artículo Cama House en venta en tienda,fig_111,1
613378224,87,446.8,Recibo,2587778,,2022-12-02,55.15,47121.52,Reembolsada,51470,DID5U8qo,Pelota Husband,446.8,2,Artículo Pelota Husband en venta en tienda,fig_540,1
564229153,69,446.8,Ticket de Venta,2583572,,2016-12-23,99.22,45475.81,Reembolsada,51470,DID5U8qo,Pelota Husband,446.8,2,Artículo Pelota Husband en venta en tienda,fig_540,1
158976176,4,727.25,Factura,8502005,,2018-06-08,5.42,30050.07,Reembolsada,51470,EjCMQZil,Juguete Visit,727.25,74,Artículo Juguete Visit en venta en tienda,fig_493,1
469714866,65,727.25,Recibo,1809582,,2020-07-29,71.44,14462.13,Reembolsada,51470,EjCMQZil,Juguete Visit,727.25,74,Artículo Juguete Visit en venta en tienda,fig_493,1
711272982,82,727.25,Factura,3683387,,2019-04-25,37.84,38596.84,Reembolsada,51470,EjCMQZil,Juguete Visit,727.25,74,Artículo Juguete Visit en venta en tienda,fig_493,1
950313671,49,635.4,Factura,8502005,,2018-06-08,5.42,30050.07,Reembolsada,39582,hqS27Hlg,Pantalón Member,635.4,52,Artículo Pantalón Member en venta en tienda,fig_423,1
908523709,83,938.24,Factura,4218616,,2017-07-15,63.77,5656.57,Completada,51470,fmfzRGeh,Juguete So,938.24,16,Artículo Juguete So en venta en tienda,fig_650,1
535632744,58,164.96,Factura,4218616,,2017-07-15,63.77,5656.57,Completada,75369,kpnrUkMw,Tableta Share,164.96,28,Artículo Tableta Share en venta en tienda,fig_463,1
870356741,88,164.96,Factura,1397716,,2016-05-17,35.1,83403.7,Completada,75369,kpnrUkMw,Tableta Share,164.96,28,Artículo Tableta Share en venta en tienda,fig_463,1
631060670,20,717.66,Nota de Crédito,9562351,,2015-12-02,42.71,26571.91,Reembolsada,97521,cW6dWXui,Anillo Notice,717.66,40,Artículo Anillo Notice en venta en tienda,fig_413,1
612846422,66,710.04,Nota de Crédito,9562351,,2015-12-02,42.71,26571.91,Reembolsada,75369,usWVsebN,Portátil Seem,710.04,76,Artículo Portátil Seem en venta en tienda,fig_782,1
713002234,80,678.6,Nota de Crédito,9562351,,2015-12-02,42.71,26571.91,Reembolsada,40879,z6Z8lKBS,Perfume Return,678.6,73,Artículo Perfume Return en venta en tienda,fig_805,1
362516169,39,678.6,Nota de Crédito,6230877,,2015-11-13,23.82,38264.08,En proceso,40879,z6Z8lKBS,Perfume Return,678.6,73,Artículo Perfume Return en venta en tienda,fig_805,1
684857535,98,690.22,Ticket de Venta,2583572,,2016-12-23,99.22,45475.81,Reembolsada,40879,olzFgnuw,Maquillaje Account,690.22,23,Artículo Maquillaje Account en venta en tienda,fig_848,1
876226526,20,690.22,Boleta de Venta,9204242,,2021-09-17,43.17,63731.29,Completada,40879,olzFgnuw,Maquillaje Account,690.22,23,Artículo Maquillaje Account en venta en tienda,fig_848,1
146531569,20,690.22,Boleta de Venta,3144935,,2016-05-26,72.99,8218.08,Reembolsada,40879,olzFgnuw,Maquillaje Account,690.22,23,Artículo Maquillaje Account en venta en tienda,fig_848,1
704625985,7,690.22,Ticket de Venta,7484554,,2023-04-24,59.08,45213.93,Cancelada,40879,olzFgnuw,Maquillaje Account,690.22,23,Artículo Maquillaje Account en venta en tienda,fig_848,1
400159807,89,690.22,Factura,1787041,,2019-03-16,46.06,4520.13,Pendiente,40879,olzFgnuw,Maquillaje Account,690.22,23,Artículo Maquillaje Account en venta en tienda,fig_848,1
571864641,19,690.22,Factura,7266836,,2022-08-03,53.43,96960.78,Completada,40879,olzFgnuw,Maquillaje Account,690.22,23,Artículo Maquillaje Account en venta en tienda,fig_848,1
357657159,37,353.45,Ticket de Venta,2583572,,2016-12-23,99.22,45475.81,Reembolsada,75369,iCJcGoNT,Teléfono Be,353.45,31,Artículo Teléfono Be en venta en tienda,fig_819,1
619637271,36,353.45,Recibo,9931308,,2015-01-31,81.05,3252.17,Pendiente,75369,iCJcGoNT,Teléfono Be,353.45,31,Artículo Teléfono Be en venta en tienda,fig_819,1
131644637,85,353.45,Factura,9160297,,2023-08-04,6.88,53535.84,En proceso,75369,iCJcGoNT,Teléfono Be,353.45,31,Artículo Teléfono Be en venta en tienda,fig_819,1
222025714,18,353.45,Recibo,4858291,,2019-11-17,22.12,26723.86,Pendiente,75369,iCJcGoNT,Teléfono Be,353.45,31,Artículo Teléfono Be en venta en tienda,fig_819,1
779276111,7,86.11,Recibo,2646328,,2019-11-29,0.54,75903.45,Pendiente,82016,8SgMYz6G,Zapatos System,86.11,10,Artículo Zapatos System en venta en tienda,fig_480,1
956960690,21,86.11,Recibo,9697581,,2021-02-02,6.29,21138.05,Reembolsada,82016,8SgMYz6G,Zapatos System,86.11,10,Artículo Zapatos System en venta en tienda,fig_480,1
790456066,18,86.11,Factura,4028538,,2015-09-18,66.67,26761.34,Cancelada,82016,8SgMYz6G,Zapatos System,86.11,10,Artículo Zapatos System en venta en tienda,fig_480,1
570351807,44,72.63,Ticket de Venta,8934172,,2017-05-04,61.85,61025.67,En proceso,82016,f1XTQKhE,Zapatos Often,72.63,16,Artículo Zapatos Often en venta en tienda,fig_203,1
614434453,55,72.63,Recibo,5340064,,2017-08-11,27.91,20774.81,Pendiente,82016,f1XTQKhE,Zapatos Often,72.63,16,Artículo Zapatos Often en venta en tienda,fig_203,1
516016320,15,739.07,Nota de Crédito,4751090,,2021-03-17,84.42,30943.98,Pendiente,13750,Okdu5cKC,Bolígrafo Member,739.07,44,Artículo Bolígrafo Member en venta en tienda,fig_865,1
708553224,13,739.07,Ticket de Venta,2063097,,2019-07-28,11.31,88683.41,Cancelada,13750,Okdu5cKC,Bolígrafo Member,739.07,44,Artículo Bolígrafo Member en venta en tienda,fig_865,1
850386883,42,722.54,Nota de Crédito,4751090,,2021-03-17,84.42,30943.98,Pendiente,75369,bmOkiuMb,Teléfono Tend,722.54,34,Artículo Teléfono Tend en venta en tienda,fig_448,1
871699258,43,720.33,Factura,2862431,,2019-06-06,14.65,65432.63,Cancelada,75369,39XQyXGY,Tableta Receive,720.33,19,Artículo Tableta Receive en venta en tienda,fig_243,1
719704721,77,138.74,Nota de Débito,3480178,,2017-03-26,22.38,32448.67,En proceso,13750,l5dL1xqK,Bolígrafo Article,138.74,42,Artículo Bolígrafo Article en venta en tienda,fig_527,1
994917323,28,138.74,Factura,9618484,,2021-05-14,87.0,91955.47,Pendiente,13750,l5dL1xqK,Bolígrafo Article,138.74,42,Artículo Bolígrafo Article en venta en tienda,fig_527,1
984441024,13,185.17,Nota de Crédito,2914612,,2017-11-20,34.98,25895.34,Pendiente,32684,Z0kJgc59,Mesa Century,185.17,80,Artículo Mesa Century en venta en tienda,fig_53,1
457370122,37,684.61,Nota de Crédito,2914612,,2017-11-20,34.98,25895.34,Pendiente,32684,Aou6TYQS,Cama Foot,684.61,22,Artículo Cama Foot en venta en tienda,fig_414,1
290646860,4,385.43,Nota de Crédito,2914612,,2017-11-20,34.98,25895.34,Pendiente,13750,4e3KJcLv,Bolígrafo Measure,385.43,44,Artículo Bolígrafo Measure en venta en tienda,fig_930,1
381893468,91,385.43,Ticket de Venta,3673838,,2018-09-26,10.19,82502.3,En proceso,13750,4e3KJcLv,Bolígrafo Measure,385.43,44,Artículo Bolígrafo Measure en venta en tienda,fig_930,1
139335530,52,385.43,Nota de Crédito,1467519,,2017-02-22,39.62,39993.07,En proceso,13750,4e3KJcLv,Bolígrafo Measure,385.43,44,Artículo Bolígrafo Measure en venta en tienda,fig_930,1
496785612,10,445.51,Nota de Crédito,9198192,,2015-04-16,38.22,7761.38,Completada,51470,vVjT6z0I,Pelota City,445.51,36,Artículo Pelota City en venta en tienda,fig_208,1
878395208,65,445.51,Ticket de Venta,8210361,,2019-10-26,82.82,16384.46,Completada,51470,vVjT6z0I,Pelota City,445.51,36,Artículo Pelota City en venta en tienda,fig_208,1
279788057,76,937.37,Nota de Crédito,9198192,,2015-04-16,38.22,7761.38,Completada,51470,Ozlcn7oZ,Juguete Structure,937.37,96,Artículo Juguete Structure en venta en tienda,fig_449,1
734008416,7,871.33,Nota de Crédito,9198192,,2015-04-16,38.22,7761.38,Completada,97521,I14cfDDZ,Anillo Be,871.33,86,Artículo Anillo Be en venta en tienda,fig_63,1
755839181,3,393.39,Ticket de Venta,1131307,,2023-08-06,65.33,18654.4,Pendiente,32684,5JSwCDyU,Cuadro Raise,393.39,95,Artículo Cuadro Raise en venta en tienda,fig_477,1
217780708,25,393.39,Nota de Crédito,6693372,,2022-12-29,60.13,19121.31,Pendiente,32684,5JSwCDyU,Cuadro Raise,393.39,95,Artículo Cuadro Raise en venta en tienda,fig_477,1
184180955,51,970.34,Recibo,8506412,,2023-06-03,82.12,73883.57,En proceso,40879,LBWpTdWL,Maquillaje Could,970.34,33,Artículo Maquillaje Could en venta en tienda,fig_773,1
269100906,98,970.34,Boleta de Venta,2373711,,2016-01-21,93.71,38076.58,Reembolsada,40879,LBWpTdWL,Maquillaje Could,970.34,33,Artículo Maquillaje Could en venta en tienda,fig_773,1
955973157,90,970.34,Nota de Crédito,5952967,,2019-01-12,88.53,33189.09,Pendiente,40879,LBWpTdWL,Maquillaje Could,970.34,33,Artículo Maquillaje Could en venta en tienda,fig_773,1
461635449,99,207.64,Recibo,8506412,,2023-06-03,82.12,73883.57,En proceso,82016,yl8w4FoF,Zapatos Into,207.64,11,Artículo Zapatos Into en venta en tienda,fig_397,1
841362296,0,207.64,Nota de Crédito,6356121,,2021-11-22,58.31,94484.64,En proceso,82016,yl8w4FoF,Zapatos Into,207.64,11,Artículo Zapatos Into en venta en tienda,fig_397,1
882952687,37,207.64,Nota de Débito,4107625,,2017-06-11,51.04,24068.61,Pendiente,82016,yl8w4FoF,Zapatos Into,207.64,11,Artículo Zapatos Into en venta en tienda,fig_397,1
540387551,10,456.4,Boleta de Venta,5522596,,2021-11-07,22.37,86910.95,En proceso,40879,smKp88ZC,Perfume Think,456.4,67,Artículo Perfume Think en venta en tienda,fig_305,1
365590753,86,212.75,Ticket de Venta,1604218,,2015-09-25,39.87,50666.86,Completada,39582,kGaNfNKF,Suéter Security,212.75,55,Artículo Suéter Security en venta en tienda,fig_407,1
608460782,55,212.75,Factura,6307704,,2020-08-12,87.77,79981.94,En proceso,39582,kGaNfNKF,Suéter Security,212.75,55,Artículo Suéter Security en venta en tienda,fig_407,1
316991894,69,389.83,Ticket de Venta,1604218,,2015-09-25,39.87,50666.86,Completada,51470,4zaE9JVL,Pelota Cultural,389.83,44,Artículo Pelota Cultural en venta en tienda,fig_631,1
614609162,96,389.83,Ticket de Venta,8699972,,2017-08-25,11.65,49851.63,En proceso,51470,4zaE9JVL,Pelota Cultural,389.83,44,Artículo Pelota Cultural en venta en tienda,fig_631,1
203128619,80,389.83,Ticket de Venta,9001998,,2022-02-12,64.31,23203.06,Pendiente,51470,4zaE9JVL,Pelota Cultural,389.83,44,Artículo Pelota Cultural en venta en tienda,fig_631,1
147260944,71,389.83,Boleta de Venta,6928851,,2020-06-25,1.58,74166.45,Reembolsada,51470,4zaE9JVL,Pelota Cultural,389.83,44,Artículo Pelota Cultural en venta en tienda,fig_631,1
655675618,9,506.33,Boleta de Venta,2612603,,2018-04-12,69.91,35047.36,Reembolsada,40879,Qpp4RLYU,Maquillaje Next,506.33,92,Artículo Maquillaje Next en venta en tienda,fig_958,1
818563332,39,80.34,Boleta de Venta,2612603,,2018-04-12,69.91,35047.36,Reembolsada,75369,x8g4VeD9,Portátil Either,80.34,4,Artículo Portátil Either en venta en tienda,fig_424,1
774089271,87,80.34,Ticket de Venta,5484374,,2016-07-23,23.11,29378.69,Reembolsada,75369,x8g4VeD9,Portátil Either,80.34,4,Artículo Portátil Either en venta en tienda,fig_424,1
204649470,95,80.34,Nota de Débito,1390325,,2023-06-24,17.73,7007.26,Reembolsada,75369,x8g4VeD9,Portátil Either,80.34,4,Artículo Portátil Either en venta en tienda,fig_424,1
111209901,15,80.34,Ticket de Venta,5256918,,2020-02-03,76.73,60563.43,Reembolsada,75369,x8g4VeD9,Portátil Either,80.34,4,Artículo Portátil Either en venta en tienda,fig_424,1
670853471,94,748.1,Boleta de Venta,2612603,,2018-04-12,69.91,35047.36,Reembolsada,32684,KV2hM3Cs,Silla Training,748.1,56,Artículo Silla Training en venta en tienda,fig_663,1
788737844,84,602.86,Boleta de Venta,2612603,,2018-04-12,69.91,35047.36,Reembolsada,51470,c5nd8IZy,Juguete Begin,602.86,32,Artículo Juguete Begin en venta en tienda,fig_411,1
874714753,32,602.86,Nota de Crédito,6447125,,2016-10-21,77.15,86941.76,Reembolsada,51470,c5nd8IZy,Juguete Begin,602.86,32,Artículo Juguete Begin en venta en tienda,fig_411,1
443865076,2,602.86,Nota de Crédito,2245218,,2017-12-22,73.25,71284.86,En proceso,51470,c5nd8IZy,Juguete Begin,602.86,32,Artículo Juguete Begin en venta en tienda,fig_411,1
236794084,79,972.55,Nota de Débito,8587273,,2018-10-26,94.24,14662.26,Cancelada,32684,Wen7Dksg,Jarrón Join,972.55,61,Artículo Jarrón Join en venta en tienda,fig_602,1
619611164,8,972.55,Boleta de Venta,2337995,,2019-06-21,30.42,24386.63,Reembolsada,32684,Wen7Dksg,Jarrón Join,972.55,61,Artículo Jarrón Join en venta en tienda,fig_602,1
110925696,54,659.86,Nota de Débito,8587273,,2018-10-26,94.24,14662.26,Cancelada,39582,cplKTQ9t,Pantalón Top,659.86,45,Artículo Pantalón Top en venta en tienda,fig_222,1
328177934,67,659.86,Factura,1941800,,2021-12-29,31.56,71685.14,Cancelada,39582,cplKTQ9t,Pantalón Top,659.86,45,Artículo Pantalón Top en venta en tienda,fig_222,1
488395532,42,17.91,Nota de Crédito,8319041,,2021-06-23,14.31,50239.23,Completada,32684,jbnq4CO0,Jarrón Force,17.91,40,Artículo Jarrón Force en venta en tienda,fig_609,1
491472822,81,17.91,Nota de Débito,5996643,,2016-10-17,84.83,57011.8,Cancelada,32684,jbnq4CO0,Jarrón Force,17.91,40,Artículo Jarrón Force en venta en tienda,fig_609,1
129728743,5,104.04,Boleta de Venta,2458480,,2018-07-14,45.95,2040.34,Cancelada,75369,ciOZkmzi,Tableta Hour,104.04,76,Artículo Tableta Hour en venta en tienda,fig_608,1
416626919,92,926.72,Nota de Crédito,5157237,,2022-06-02,98.58,25173.28,Completada,97521,Z1LNaCuh,Reloj Discuss,926.72,30,Artículo Reloj Discuss en venta en tienda,fig_940,1
631101679,31,477.73,Ticket de Venta,3673838,,2018-09-26,10.19,82502.3,En proceso,40879,ModSBrnl,Maquillaje Tonight,477.73,41,Artículo Maquillaje Tonight en venta en tienda,fig_972,1
857809137,66,619.79,Recibo,5603393,,2022-06-05,55.89,16375.48,Cancelada,64218,wqZKLN7b,Galleta Soon,619.79,46,Artículo Galleta Soon en venta en tienda,fig_264,1
353999097,63,763.52,Factura,1475283,,2017-05-30,3.79,46472.66,Completada,13750,imXHQvmZ,Bolígrafo With,763.52,29,Artículo Bolígrafo With en venta en tienda,fig_628,1
254090056,16,763.52,Factura,8059327,,2021-08-23,3.79,73521.7,Cancelada,13750,imXHQvmZ,Bolígrafo With,763.52,29,Artículo Bolígrafo With en venta en tienda,fig_628,1
856276067,31,763.52,Factura,6497084,,2016-02-12,72.63,48783.15,Cancelada,13750,imXHQvmZ,Bolígrafo With,763.52,29,Artículo Bolígrafo With en venta en tienda,fig_628,1
624146893,61,426.8,Factura,1475283,,2017-05-30,3.79,46472.66,Completada,75369,4YTkjyoz,Teléfono Area,426.8,30,Artículo Teléfono Area en venta en tienda,fig_729,1
751299101,32,779.44,Factura,1475283,,2017-05-30,3.79,46472.66,Completada,75369,QpI0Eu2W,Tableta Wish,779.44,93,Artículo Tableta Wish en venta en tienda,fig_887,1
735935283,61,836.62,Factura,1475283,,2017-05-30,3.79,46472.66,Completada,64218,GHjZbPRu,Galleta Guess,836.62,60,Artículo Galleta Guess en venta en tienda,fig_152,1
378720507,6,568.61,Factura,3290335,,2020-07-23,21.94,68161.48,Pendiente,75369,5w3RWhAI,Tableta Spring,568.61,34,Artículo Tableta Spring en venta en tienda,fig_160,1
967659772,82,380.41,Nota de Débito,8709908,,2022-02-21,51.27,33038.0,Completada,32684,KrUndURi,Mesa Him,380.41,88,Artículo Mesa Him en venta en tienda,fig_618,1
855649133,70,236.64,Nota de Débito,8709908,,2022-02-21,51.27,33038.0,Completada,75369,jpmeEDYa,Portátil Prepare,236.64,77,Artículo Portátil Prepare en venta en tienda,fig_99,1
324712700,84,32.62,Factura,2674743,,2016-01-02,23.23,50183.11,Completada,39582,WbXd4Ysv,Camisa Truth,32.62,92,Artículo Camisa Truth en venta en tienda,fig_506,1
788953339,47,295.82,Recibo,6785458,,2022-01-23,62.83,84149.6,Reembolsada,97521,H386bhwA,Reloj Likely,295.82,39,Artículo Reloj Likely en venta en tienda,fig_693,1
659801669,78,295.82,Boleta de Venta,2619022,,2020-01-30,21.79,76274.38,Cancelada,97521,H386bhwA,Reloj Likely,295.82,39,Artículo Reloj Likely en venta en tienda,fig_693,1
893838190,75,942.41,Recibo,6785458,,2022-01-23,62.83,84149.6,Reembolsada,82016,RoTuooMv,Tenis Message,942.41,7,Artículo Tenis Message en venta en tienda,fig_36,1
195776771,60,599.8,Nota de Débito,3142673,,2023-01-22,25.55,88094.53,Reembolsada,51470,bEGuxM8s,Juguete Receive,599.8,68,Artículo Juguete Receive en venta en tienda,fig_350,1
717159429,18,814.82,Nota de Débito,3142673,,2023-01-22,25.55,88094.53,Reembolsada,97521,xehoPG57,Reloj What,814.82,11,Artículo Reloj What en venta en tienda,fig_317,1
452618500,35,456.07,Factura,1397716,,2016-05-17,35.1,83403.7,Completada,32684,v68L1vP9,Silla Hope,456.07,58,Artículo Silla Hope en venta en tienda,fig_888,1
708448650,8,456.07,Nota de Crédito,9000550,,2022-01-23,41.54,31711.29,Reembolsada,32684,v68L1vP9,Silla Hope,456.07,58,Artículo Silla Hope en venta en tienda,fig_888,1
613994234,47,456.07,Ticket de Venta,9190999,,2021-01-28,5.72,22482.35,Pendiente,32684,v68L1vP9,Silla Hope,456.07,58,Artículo Silla Hope en venta en tienda,fig_888,1
957964721,58,472.02,Factura,1397716,,2016-05-17,35.1,83403.7,Completada,40879,rTm2NA7l,Maquillaje Whether,472.02,83,Artículo Maquillaje Whether en venta en tienda,fig_87,1
514607671,7,472.02,Recibo,3516302,,2019-05-31,33.19,46271.16,Cancelada,40879,rTm2NA7l,Maquillaje Whether,472.02,83,Artículo Maquillaje Whether en venta en tienda,fig_87,1
255571498,58,472.02,Factura,2982068,,2019-02-16,27.53,56693.76,En proceso,40879,rTm2NA7l,Maquillaje Whether,472.02,83,Artículo Maquillaje Whether en venta en tienda,fig_87,1
427550688,68,857.46,Factura,1397716,,2016-05-17,35.1,83403.7,Completada,75369,Y6pkYJ8t,Teléfono Ten,857.46,20,Artículo Teléfono Ten en venta en tienda,fig_447,1
933018509,64,857.46,Nota de Crédito,1011323,,2015-02-19,34.75,60016.7,Cancelada,75369,Y6pkYJ8t,Teléfono Ten,857.46,20,Artículo Teléfono Ten en venta en tienda,fig_447,1
206850310,64,658.54,Ticket de Venta,1865401,,2020-12-17,46.52,24451.91,Cancelada,40879,cxvPkp8g,Maquillaje Once,658.54,37,Artículo Maquillaje Once en venta en tienda,fig_84,1
195045121,33,209.73,Ticket de Venta,1865401,,2020-12-17,46.52,24451.91,Cancelada,32684,fbIop2cv,Cocina Forward,209.73,6,Artículo Cocina Forward en venta en tienda,fig_2,1
439810310,16,409.01,Factura,3583267,,2016-08-28,74.12,51546.08,Pendiente,97521,iZXJcQPj,Reloj Measure,409.01,10,Artículo Reloj Measure en venta en tienda,fig_983,1
599853314,77,492.79,Ticket de Venta,2911463,,2017-07-11,31.73,90648.34,En proceso,82016,8YZh8gU1,Tenis Call,492.79,77,Artículo Tenis Call en venta en tienda,fig_713,1
942460227,10,492.79,Ticket de Venta,9827707,,2015-02-04,4.17,16995.91,Pendiente,82016,8YZh8gU1,Tenis Call,492.79,77,Artículo Tenis Call en venta en tienda,fig_713,1
841093383,22,544.24,Boleta de Venta,6744277,,2020-06-22,89.41,98920.47,En proceso,75369,Pywy5dhW,Tableta Lose,544.24,90,Artículo Tableta Lose en venta en tienda,fig_585,1
179321139,34,544.24,Nota de Crédito,7932884,,2018-11-27,40.42,72561.16,Reembolsada,75369,Pywy5dhW,Tableta Lose,544.24,90,Artículo Tableta Lose en venta en tienda,fig_585,1
307662100,49,544.24,Nota de Débito,1307660,,2020-12-26,7.81,47006.31,Pendiente,75369,Pywy5dhW,Tableta Lose,544.24,90,Artículo Tableta Lose en venta en tienda,fig_585,1
811524408,10,118.87,Ticket de Venta,8699972,,2017-08-25,11.65,49851.63,En proceso,32684,nQmlMsos,Jarrón Their,118.87,87,Artículo Jarrón Their en venta en tienda,fig_757,1
182734685,36,118.87,Factura,2655769,,2017-08-04,22.27,62176.51,Cancelada,32684,nQmlMsos,Jarrón Their,118.87,87,Artículo Jarrón Their en venta en tienda,fig_757,1
605047046,27,64.3,Factura,8241994,,2018-01-08,40.09,61739.32,Cancelada,32684,bHaYYILS,Cocina Wear,64.3,48,Artículo Cocina Wear en venta en tienda,fig_531,1
972321926,61,64.3,Ticket de Venta,7616950,,2016-10-30,5.79,31446.88,Pendiente,32684,bHaYYILS,Cocina Wear,64.3,48,Artículo Cocina Wear en venta en tienda,fig_531,1
508239024,88,655.17,Factura,1941800,,2021-12-29,31.56,71685.14,Cancelada,32684,QqSYJo2Z,Cama Those,655.17,58,Artículo Cama Those en venta en tienda,fig_722,1
443523345,69,876.53,Nota de Débito,3299925,,2022-04-22,53.23,97303.34,En proceso,82016,qQ8bdeS9,Tenis Sign,876.53,28,Artículo Tenis Sign en venta en tienda,fig_691,1
633518786,45,876.53,Factura,9409037,,2019-02-06,97.33,22146.16,En proceso,82016,qQ8bdeS9,Tenis Sign,876.53,28,Artículo Tenis Sign en venta en tienda,fig_691,1
663795592,91,876.53,Nota de Débito,9599040,,2021-01-21,87.69,97213.81,En proceso,82016,qQ8bdeS9,Tenis Sign,876.53,28,Artículo Tenis Sign en venta en tienda,fig_691,1
337659127,22,564.0,Nota de Débito,3299925,,2022-04-22,53.23,97303.34,En proceso,32684,4yN5wBY1,Cuadro Present,564.0,77,Artículo Cuadro Present en venta en tienda,fig_570,1
722329905,90,564.0,Recibo,1207643,,2021-12-12,44.8,29133.21,En proceso,32684,4yN5wBY1,Cuadro Present,564.0,77,Artículo Cuadro Present en venta en tienda,fig_570,1
198686995,77,648.35,Nota de Débito,5633712,,2015-08-17,85.68,66950.5,Reembolsada,32684,sOl41G5B,Alfombra Fear,648.35,88,Artículo Alfombra Fear en venta en tienda,fig_629,1
687611774,67,648.35,Recibo,6329789,,2023-09-08,22.63,17970.8,En proceso,32684,sOl41G5B,Alfombra Fear,648.35,88,Artículo Alfombra Fear en venta en tienda,fig_629,1
942924575,86,267.71,Nota de Débito,5633712,,2015-08-17,85.68,66950.5,Reembolsada,82016,p3fMwWEZ,Tenis Benefit,267.71,50,Artículo Tenis Benefit en venta en tienda,fig_195,1
277549332,62,794.19,Ticket de Venta,2683028,,2023-08-10,70.5,35669.64,Reembolsada,82016,4X8RsCwe,Zapatos Group,794.19,34,Artículo Zapatos Group en venta en tienda,fig_150,1
682726717,14,343.34,Ticket de Venta,2683028,,2023-08-10,70.5,35669.64,Reembolsada,13750,gjyjNKde,Bolígrafo Citizen,343.34,67,Artículo Bolígrafo Citizen en venta en tienda,fig_220,1
205146388,2,529.62,Nota de Crédito,1725812,,2020-07-14,11.91,91762.08,Cancelada,82016,aheXHBvd,Zapatos Answer,529.62,14,Artículo Zapatos Answer en venta en tienda,fig_267,1
917452528,68,529.62,Recibo,2998040,,2015-03-06,30.32,37649.54,En proceso,82016,aheXHBvd,Zapatos Answer,529.62,14,Artículo Zapatos Answer en venta en tienda,fig_267,1
478325831,9,462.59,Nota de Crédito,1725812,,2020-07-14,11.91,91762.08,Cancelada,39582,6HA0H9Fw,Vestido Spend,462.59,87,Artículo Vestido Spend en venta en tienda,fig_683,1
387540042,24,578.75,Nota de Crédito,1725812,,2020-07-14,11.91,91762.08,Cancelada,32684,htgelcmg,Cama Concern,578.75,56,Artículo Cama Concern en venta en tienda,fig_814,1
448624920,99,831.26,Nota de Crédito,6447125,,2016-10-21,77.15,86941.76,Reembolsada,13750,eUKZ2udx,Libro Machine,831.26,10,Artículo Libro Machine en venta en tienda,fig_520,1
662692715,3,323.09,Nota de Crédito,6447125,,2016-10-21,77.15,86941.76,Reembolsada,75369,XgjTQA9s,Tableta Choice,323.09,20,Artículo Tableta Choice en venta en tienda,fig_508,1
823795682,54,323.09,Factura,7476280,,2018-12-05,6.09,75791.99,Reembolsada,75369,XgjTQA9s,Tableta Choice,323.09,20,Artículo Tableta Choice en venta en tienda,fig_508,1
712771989,47,79.29,Factura,2982792,,2015-07-16,90.14,96204.87,Cancelada,39582,FVigqbFn,Camisa Real,79.29,15,Artículo Camisa Real en venta en tienda,fig_738,1
798154478,2,79.29,Factura,8059327,,2021-08-23,3.79,73521.7,Cancelada,39582,FVigqbFn,Camisa Real,79.29,15,Artículo Camisa Real en venta en tienda,fig_738,1
375475263,73,395.91,Factura,2982792,,2015-07-16,90.14,96204.87,Cancelada,40879,j7GtoBLU,Perfume Brother,395.91,70,Artículo Perfume Brother en venta en tienda,fig_903,1
168943900,74,161.72,Recibo,2110189,,2016-06-29,58.09,17687.51,En proceso,39582,cdxBhyAK,Camisa Read,161.72,8,Artículo Camisa Read en venta en tienda,fig_193,1
139861363,41,161.72,Boleta de Venta,8793447,,2022-10-16,92.0,94834.82,Completada,39582,cdxBhyAK,Camisa Read,161.72,8,Artículo Camisa Read en venta en tienda,fig_193,1
