idarticulo,codigo,nombre_articulo,precio_venta,stock,descripcion_articulo,imagen,estado_articulo,nombre_categoria,descripcion_categoria,estado_categoria
636697,zu4PLlHq,Camisa Take,653.6,87,Artículo Camisa Take en venta en tienda,fig_864,1,Ropa y Accesorios,"Incluye prendas de vestir para hombres, mujeres y ninos, asi como accesorios como bolsos, sombreros, bufandas, etc.",1
122657,Ms52fOsG,Camisa Right,156.05,71,Artículo Camisa Right en venta en tienda,fig_867,1,Ropa y Accesorios,"Incluye prendas de vestir para hombres, mujeres y ninos, asi como accesorios como bolsos, sombreros, bufandas, etc.",1
995108,7Ojn1tJE,Vestido Line,289.29,33,Artículo Vestido Line en venta en tienda,fig_870,1,Ropa y Accesorios,"Incluye prendas de vestir para hombres, mujeres y ninos, asi como accesorios como bolsos, sombreros, bufandas, etc.",1
745286,I5IW3P9M,Pantalón Majority,638.93,14,Artículo Pantalón Majority en venta en tienda,fig_884,1,Ropa y Accesorios,"Incluye prendas de vestir para hombres, mujeres y ninos, asi como accesorios como bolsos, sombreros, bufandas, etc.",1
974677,pYFSqPGg,Suéter Mrs,879.48,33,Artículo Suéter Mrs en venta en tienda,fig_897,1,Ropa y Accesorios,"Incluye prendas de vestir para hombres, mujeres y ninos, asi como accesorios como bolsos, sombreros, bufandas, etc.",1
206673,bb8PXBC5,Suéter Call,714.3,46,Artículo Suéter Call en venta en tienda,fig_898,1,Ropa y Accesorios,"Incluye prendas de vestir para hombres, mujeres y ninos, asi como accesorios como bolsos, sombreros, bufandas, etc.",1
505693,4cB6U5Oy,Camisa Sell,692.29,54,Artículo Camisa Sell en venta en tienda,fig_899,1,Ropa y Accesorios,"Incluye prendas de vestir para hombres, mujeres y ninos, asi como accesorios como bolsos, sombreros, bufandas, etc.",1
454498,TUAntb6v,Camisa Learn,355.82,87,Artículo Camisa Learn en venta en tienda,fig_902,1,Ropa y Accesorios,"Incluye prendas de vestir para hombres, mujeres y ninos, asi como accesorios como bolsos, sombreros, bufandas, etc.",1
683878,Konws5I0,Vestido Sure,706.24,73,Artículo Vestido Sure en venta en tienda,fig_903,1,Ropa y Accesorios,"Incluye prendas de vestir para hombres, mujeres y ninos, asi como accesorios como bolsos, sombreros, bufandas, etc.",1
784237,NfnU0sPU,Camisa Begin,202.89,29,Artículo Camisa Begin en venta en tienda,fig_909,1,Ropa y Accesorios,"Incluye prendas de vestir para hombres, mujeres y ninos, asi como accesorios como bolsos, sombreros, bufandas, etc.",1
132977,ka5zexFP,Suéter Side,899.75,33,Artículo Suéter Side en venta en tienda,fig_912,1,Ropa y Accesorios,"Incluye prendas de vestir para hombres, mujeres y ninos, asi como accesorios como bolsos, sombreros, bufandas, etc.",1
782206,sSSOSU5X,Vestido True,119.71,28,Artículo Vestido True en venta en tienda,fig_920,1,Ropa y Accesorios,"Incluye prendas de vestir para hombres, mujeres y ninos, asi como accesorios como bolsos, sombreros, bufandas, etc.",1
937858,TDzC4ckp,Suéter Participant,505.86,70,Artículo Suéter Participant en venta en tienda,fig_923,1,Ropa y Accesorios,"Incluye prendas de vestir para hombres, mujeres y ninos, asi como accesorios como bolsos, sombreros, bufandas, etc.",1
929664,nMI6Ko8u,Pantalón Artist,844.94,74,Artículo Pantalón Artist en venta en tienda,fig_927,1,Ropa y Accesorios,"Incluye prendas de vestir para hombres, mujeres y ninos, asi como accesorios como bolsos, sombreros, bufandas, etc.",1
225154,QArII3qc,Camisa Machine,999.67,36,Artículo Camisa Machine en venta en tienda,fig_929,1,Ropa y Accesorios,"Incluye prendas de vestir para hombres, mujeres y ninos, asi como accesorios como bolsos, sombreros, bufandas, etc.",1
841612,qptoyejI,Vestido Site,246.91,1,Artículo Vestido Site en venta en tienda,fig_931,1,Ropa y Accesorios,"Incluye prendas de vestir para hombres, mujeres y ninos, asi como accesorios como bolsos, sombreros, bufandas, etc.",1
606098,ieXkJZcs,Vestido Collection,63.73,87,Artículo Vestido Collection en venta en tienda,fig_936,1,Ropa y Accesorios,"Incluye prendas de vestir para hombres, mujeres y ninos, asi como accesorios como bolsos, sombreros, bufandas, etc.",1
602029,XGJhCYWo,Pantalón Recognize,386.68,88,Artículo Pantalón Recognize en venta en tienda,fig_951,1,Ropa y Accesorios,"Incluye prendas de vestir para hombres, mujeres y ninos, asi como accesorios como bolsos, sombreros, bufandas, etc.",1
192433,b5phyYLi,Camisa Good,206.36,6,Artículo Camisa Good en venta en tienda,fig_954,1,Ropa y Accesorios,"Incluye prendas de vestir para hombres, mujeres y ninos, asi como accesorios como bolsos, sombreros, bufandas, etc.",1
303029,QK73KTup,Suéter Go,81.07,34,Artículo Suéter Go en venta en tienda,fig_957,1,Ropa y Accesorios,"Incluye prendas de vestir para hombres, mujeres y ninos, asi como accesorios como bolsos, sombreros, bufandas, etc.",1
585656,8cxK3K8m,Vestido She,312.68,79,Artículo Vestido She en venta en tienda,fig_958,1,Ropa y Accesorios,"Incluye prendas de vestir para hombres, mujeres y ninos, asi como accesorios como bolsos, sombreros, bufandas, etc.",1
796604,wFfw7dtq,Vestido Time,128.62,50,Artículo Vestido Time en venta en tienda,fig_960,1,Ropa y Accesorios,"Incluye prendas de vestir para hombres, mujeres y ninos, asi como accesorios como bolsos, sombreros, bufandas, etc.",1
577474,UM0ueC6K,Pantalón Fine,837.76,79,Artículo Pantalón Fine en venta en tienda,fig_962,1,Ropa y Accesorios,"Incluye prendas de vestir para hombres, mujeres y ninos, asi como accesorios como bolsos, sombreros, bufandas, etc.",1
106443,fNti0zeT,Suéter These,65.25,14,Artículo Suéter These en venta en tienda,fig_966,1,Ropa y Accesorios,"Incluye prendas de vestir para hombres, mujeres y ninos, asi como accesorios como bolsos, sombreros, bufandas, etc.",1
366554,WrFMX3Pf,Pantalón Movie,393.87,53,Artículo Pantalón Movie en venta en tienda,fig_973,1,Ropa y Accesorios,"Incluye prendas de vestir para hombres, mujeres y ninos, asi como accesorios como bolsos, sombreros, bufandas, etc.",1
147420,MusGMJWy,Suéter For,371.83,66,Artículo Suéter For en venta en tienda,fig_975,1,Ropa y Accesorios,"Incluye prendas de vestir para hombres, mujeres y ninos, asi como accesorios como bolsos, sombreros, bufandas, etc.",1
217058,yZqm9Oup,Vestido Own,468.34,78,Artículo Vestido Own en venta en tienda,fig_980,1,Ropa y Accesorios,"Incluye prendas de vestir para hombres, mujeres y ninos, asi como accesorios como bolsos, sombreros, bufandas, etc.",1
669667,q4RaxSbM,Pantalón Life,836.81,21,Artículo Pantalón Life en venta en tienda,fig_981,1,Ropa y Accesorios,"Incluye prendas de vestir para hombres, mujeres y ninos, asi como accesorios como bolsos, sombreros, bufandas, etc.",1
745449,OBDBhQAV,Suéter Out,899.71,58,Artículo Suéter Out en venta en tienda,fig_985,1,Ropa y Accesorios,"Incluye prendas de vestir para hombres, mujeres y ninos, asi como accesorios como bolsos, sombreros, bufandas, etc.",1
579561,ySoLNe0A,Vestido Week,524.14,23,Artículo Vestido Week en venta en tienda,fig_986,1,Ropa y Accesorios,"Incluye prendas de vestir para hombres, mujeres y ninos, asi como accesorios como bolsos, sombreros, bufandas, etc.",1
755700,riWdK3Zq,Suéter Past,951.17,90,Artículo Suéter Past en venta en tienda,fig_989,1,Ropa y Accesorios,"Incluye prendas de vestir para hombres, mujeres y ninos, asi como accesorios como bolsos, sombreros, bufandas, etc.",1
262142,1UL9RDBL,Camisa Part,788.05,20,Artículo Camisa Part en venta en tienda,fig_999,1,Ropa y Accesorios,"Incluye prendas de vestir para hombres, mujeres y ninos, asi como accesorios como bolsos, sombreros, bufandas, etc.",1
194560,nRKPTUzu,Maquillaje Serve,470.14,87,Artículo Maquillaje Serve en venta en tienda,fig_3,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
106527,lRORzZmn,Maquillaje Drop,694.7,38,Artículo Maquillaje Drop en venta en tienda,fig_12,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
489549,BUkQoeg2,Maquillaje Call,852.71,20,Artículo Maquillaje Call en venta en tienda,fig_32,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
614521,ZWq2zWS3,Perfume Successful,585.15,98,Artículo Perfume Successful en venta en tienda,fig_53,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
528510,Dsyo2wqm,Maquillaje Fact,227.65,21,Artículo Maquillaje Fact en venta en tienda,fig_56,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
358564,NE4r3gh0,Maquillaje Great,439.57,3,Artículo Maquillaje Great en venta en tienda,fig_72,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
585962,Puz43qHc,Perfume College,474.52,31,Artículo Perfume College en venta en tienda,fig_108,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
598290,WF3MrXwG,Maquillaje Want,848.56,42,Artículo Maquillaje Want en venta en tienda,fig_121,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
280879,8zfPzA18,Maquillaje Low,661.09,37,Artículo Maquillaje Low en venta en tienda,fig_137,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
520507,xQ65i0Q1,Perfume Mean,357.19,45,Artículo Perfume Mean en venta en tienda,fig_139,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
373069,TyAevecC,Maquillaje Whether,775.66,1,Artículo Maquillaje Whether en venta en tienda,fig_154,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
848212,fNDTqJlr,Maquillaje By,558.38,10,Artículo Maquillaje By en venta en tienda,fig_156,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
872789,TmsgVJdl,Maquillaje Certainly,162.09,41,Artículo Maquillaje Certainly en venta en tienda,fig_157,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
588144,lJsZ2mcr,Perfume Some,143.55,30,Artículo Perfume Some en venta en tienda,fig_178,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
534896,GeCDXuNA,Perfume Especially,652.87,95,Artículo Perfume Especially en venta en tienda,fig_181,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
250235,OeE96Asu,Maquillaje Coach,93.82,80,Artículo Maquillaje Coach en venta en tienda,fig_184,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
127416,aahFpmdj,Maquillaje Receive,335.7,54,Artículo Maquillaje Receive en venta en tienda,fig_201,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
492001,gGi0Mz2y,Perfume Ask,963.53,66,Artículo Perfume Ask en venta en tienda,fig_217,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
836105,UjQzYuay,Maquillaje If,434.86,1,Artículo Maquillaje If en venta en tienda,fig_236,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
911905,9qdrMyCn,Maquillaje Lose,553.94,33,Artículo Maquillaje Lose en venta en tienda,fig_246,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
848418,lJsb31XA,Perfume Action,843.55,23,Artículo Perfume Action en venta en tienda,fig_249,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
928304,y7UbLZk1,Perfume Analysis,714.66,35,Artículo Perfume Analysis en venta en tienda,fig_255,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
952921,BglEO7r0,Maquillaje Head,160.22,8,Artículo Maquillaje Head en venta en tienda,fig_270,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
821914,aeFu1nMw,Perfume Big,861.61,28,Artículo Perfume Big en venta en tienda,fig_294,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
780996,mt7HrX2b,Maquillaje Leader,241.73,74,Artículo Maquillaje Leader en venta en tienda,fig_315,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
721630,Ll4nqMOG,Maquillaje Tv,747.2,79,Artículo Maquillaje Tv en venta en tienda,fig_325,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
107315,yVpIQGUr,Maquillaje Free,374.04,24,Artículo Maquillaje Free en venta en tienda,fig_360,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
299837,YYMu8fjj,Perfume Make,332.92,94,Artículo Perfume Make en venta en tienda,fig_368,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
287554,locQDgRv,Maquillaje City,34.68,47,Artículo Maquillaje City en venta en tienda,fig_369,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
719719,eO2AEHcF,Maquillaje Important,329.99,63,Artículo Maquillaje Important en venta en tienda,fig_386,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
658284,Xd2cLnYd,Maquillaje Enjoy,605.85,5,Artículo Maquillaje Enjoy en venta en tienda,fig_388,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
654196,YvkXJZsM,Perfume Election,981.1,72,Artículo Perfume Election en venta en tienda,fig_393,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
795590,aKZXhiJy,Perfume Fill,260.64,42,Artículo Perfume Fill en venta en tienda,fig_435,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
148456,KJZRfoTa,Perfume Sit,913.57,43,Artículo Perfume Sit en venta en tienda,fig_454,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
914438,N1DaqBuD,Maquillaje Well,369.18,83,Artículo Maquillaje Well en venta en tienda,fig_470,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
181269,rrtEzLEk,Maquillaje Rate,392.59,9,Artículo Maquillaje Rate en venta en tienda,fig_480,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
986180,zRBXghdm,Perfume Them,972.05,15,Artículo Perfume Them en venta en tienda,fig_504,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
535637,0c0D7D7m,Perfume Attention,407.91,97,Artículo Perfume Attention en venta en tienda,fig_514,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
855145,HZIQLBRV,Perfume Its,293.88,74,Artículo Perfume Its en venta en tienda,fig_524,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
249009,SQsf86EH,Perfume Pull,223.54,41,Artículo Perfume Pull en venta en tienda,fig_548,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
384178,grJMh9ac,Maquillaje Society,843.77,54,Artículo Maquillaje Society en venta en tienda,fig_549,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
695508,hrBMCvlJ,Perfume Day,17.33,74,Artículo Perfume Day en venta en tienda,fig_570,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
150748,y19Z1R59,Maquillaje Machine,437.57,87,Artículo Maquillaje Machine en venta en tienda,fig_572,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
449767,P4jyf6I0,Perfume Summer,948.74,42,Artículo Perfume Summer en venta en tienda,fig_579,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
953598,3rrCEsTe,Maquillaje Sister,369.72,66,Artículo Maquillaje Sister en venta en tienda,fig_590,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
218383,ptV35wrX,Perfume Turn,361.83,80,Artículo Perfume Turn en venta en tienda,fig_601,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
527629,5MMOk1gH,Perfume Wait,937.2,39,Artículo Perfume Wait en venta en tienda,fig_606,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
228636,etl8Y0bu,Maquillaje Clearly,883.81,54,Artículo Maquillaje Clearly en venta en tienda,fig_612,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
943393,vq0m1LLp,Maquillaje Step,262.44,61,Artículo Maquillaje Step en venta en tienda,fig_617,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
142682,lzXORBSH,Maquillaje Allow,998.14,39,Artículo Maquillaje Allow en venta en tienda,fig_639,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
327010,K6Cgm3G6,Maquillaje Class,285.38,82,Artículo Maquillaje Class en venta en tienda,fig_643,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
701823,oP3o9u2u,Perfume Computer,290.95,93,Artículo Perfume Computer en venta en tienda,fig_657,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
478601,VHubX5Eh,Perfume Cut,544.66,21,Artículo Perfume Cut en venta en tienda,fig_663,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
863625,Posx0Uk9,Perfume Entire,877.72,6,Artículo Perfume Entire en venta en tienda,fig_664,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
650647,ISpFvApc,Maquillaje Civil,608.15,55,Artículo Maquillaje Civil en venta en tienda,fig_672,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
329112,7Y8GMIQh,Maquillaje Matter,422.77,58,Artículo Maquillaje Matter en venta en tienda,fig_673,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
191899,1u0D1RMt,Perfume Character,610.59,22,Artículo Perfume Character en venta en tienda,fig_675,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
304577,YxYeNI90,Maquillaje Issue,530.4,73,Artículo Maquillaje Issue en venta en tienda,fig_692,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
439754,VGGknJcB,Perfume Work,693.42,83,Artículo Perfume Work en venta en tienda,fig_700,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
284128,7OsSFcVX,Maquillaje Begin,156.79,1,Artículo Maquillaje Begin en venta en tienda,fig_708,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
380397,OSgeSUKP,Perfume Seek,974.73,62,Artículo Perfume Seek en venta en tienda,fig_713,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
275953,YbGLlGXn,Maquillaje Land,495.27,32,Artículo Maquillaje Land en venta en tienda,fig_715,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
237048,0KOorlB9,Perfume Mr,881.29,38,Artículo Perfume Mr en venta en tienda,fig_720,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
245322,ZuWkNpnk,Maquillaje Another,468.61,62,Artículo Maquillaje Another en venta en tienda,fig_758,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
804465,LI5xtTZj,Maquillaje Letter,375.87,65,Artículo Maquillaje Letter en venta en tienda,fig_775,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
509560,NN2NjHA4,Maquillaje Young,175.21,5,Artículo Maquillaje Young en venta en tienda,fig_785,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
214672,qaloyx4w,Maquillaje Challenge,225.4,33,Artículo Maquillaje Challenge en venta en tienda,fig_790,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
945846,Oqcv0tiF,Perfume Professor,716.1,31,Artículo Perfume Professor en venta en tienda,fig_813,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
239299,JWoEzPGP,Perfume Ok,685.9,12,Artículo Perfume Ok en venta en tienda,fig_822,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
376526,slNavK8D,Maquillaje One,392.6,26,Artículo Maquillaje One en venta en tienda,fig_827,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
857809,tCG8WYaR,Maquillaje Point,904.96,95,Artículo Maquillaje Point en venta en tienda,fig_829,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
376554,hffSSd5b,Perfume This,554.71,13,Artículo Perfume This en venta en tienda,fig_842,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
878327,axWy6RGh,Maquillaje Scientist,389.18,16,Artículo Maquillaje Scientist en venta en tienda,fig_851,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
771909,2Ixqx6dH,Maquillaje Music,995.52,45,Artículo Maquillaje Music en venta en tienda,fig_883,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
896847,cUcxTeTj,Perfume Much,743.54,20,Artículo Perfume Much en venta en tienda,fig_891,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
911181,79KmbgcC,Maquillaje Ten,795.09,38,Artículo Maquillaje Ten en venta en tienda,fig_895,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
876407,HIaYVCsW,Maquillaje Yet,976.61,97,Artículo Maquillaje Yet en venta en tienda,fig_914,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
620413,ku8WWaZT,Perfume Thing,195.3,62,Artículo Perfume Thing en venta en tienda,fig_919,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
991106,Nnpn0oPY,Perfume Major,472.07,85,Artículo Perfume Major en venta en tienda,fig_926,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
311194,DUExxmJN,Maquillaje Big,384.38,96,Artículo Maquillaje Big en venta en tienda,fig_943,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
522194,lbXdmbUh,Perfume Or,105.57,45,Artículo Perfume Or en venta en tienda,fig_971,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
180192,1u3Xs2BY,Maquillaje Give,61.69,63,Artículo Maquillaje Give en venta en tienda,fig_979,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
309222,tqYkOK4H,Maquillaje Which,483.18,80,Artículo Maquillaje Which en venta en tienda,fig_983,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
460795,fth7o6JB,Maquillaje Way,951.86,11,Artículo Maquillaje Way en venta en tienda,fig_996,1,Belleza y Cuidado Personal,"Incluye productos de cuidado de la piel, maquillaje, perfumes, asi como herramientas y accesorios para el cuidado del cabello.",1
