iddetalle_venta,cantidad,precio,descuento,tipo_comprobante,serie_comprobante,num_comprobante,fecha,impuesto,total,estado_venta,idcategoria,codigo,nombre,precio_venta,stock,descripcion,imagen,estado_articulo
9570983,4,950.83,530.45,Factura,2520765,30877376,2021-10-25,28.91,20738.37,Pendiente,82016,esNiIhfi,Zapatos Add,950.83,37,Artículo Zapatos Add en venta en tienda,fig_617,1
4559713,65,950.83,610.97,Ticket de Venta,8606440,34222761,2020-12-13,55.19,20974.22,Reembolsada,82016,esNiIhfi,Zapatos Add,950.83,37,Artículo Zapatos Add en venta en tienda,fig_617,1
8332763,72,950.83,359.07,Nota de Débito,9440618,24913214,2015-01-30,43.79,31951.22,Completada,82016,esNiIhfi,Zapatos Add,950.83,37,Artículo Zapatos Add en venta en tienda,fig_617,1
7710497,93,990.1,88.8,Boleta de Venta,9232296,27219867,2022-03-21,37.81,56764.83,Pendiente,39582,VsVicDMC,Pantalón Major,990.1,74,Artículo Pantalón Major en venta en tienda,fig_184,1
5472044,72,990.1,716.41,Factura,8695618,80903970,2022-05-13,10.89,10776.7,Reembolsada,39582,VsVicDMC,Pantalón Major,990.1,74,Artículo Pantalón Major en venta en tienda,fig_184,1
7352010,31,990.1,591.82,Nota de Débito,8986781,53321889,2016-08-29,11.93,55700.13,Pendiente,39582,VsVicDMC,Pantalón Major,990.1,74,Artículo Pantalón Major en venta en tienda,fig_184,1
4869916,2,990.1,853.36,Nota de Débito,2730880,80659262,2021-08-21,90.76,21327.84,En proceso,39582,VsVicDMC,Pantalón Major,990.1,74,Artículo Pantalón Major en venta en tienda,fig_184,1
9136875,42,990.1,797.48,Nota de Débito,3680712,45207931,2022-09-15,83.89,42446.65,Cancelada,39582,VsVicDMC,Pantalón Major,990.1,74,Artículo Pantalón Major en venta en tienda,fig_184,1
6961318,88,990.1,39.94,Ticket de Venta,8455754,58119699,2020-04-23,17.55,73488.66,En proceso,39582,VsVicDMC,Pantalón Major,990.1,74,Artículo Pantalón Major en venta en tienda,fig_184,1
3471643,94,990.1,888.87,Boleta de Venta,3356437,69592845,2022-06-24,81.77,10353.11,Completada,39582,VsVicDMC,Pantalón Major,990.1,74,Artículo Pantalón Major en venta en tienda,fig_184,1
9424079,43,727.25,720.44,Boleta de Venta,9232296,27219867,2022-03-21,37.81,56764.83,Pendiente,51470,EjCMQZil,Juguete Visit,727.25,74,Artículo Juguete Visit en venta en tienda,fig_493,1
5768229,12,727.25,999.56,Ticket de Venta,6150043,37509005,2018-05-11,30.94,36698.67,Reembolsada,51470,EjCMQZil,Juguete Visit,727.25,74,Artículo Juguete Visit en venta en tienda,fig_493,1
9847410,6,727.25,117.59,Factura,3796022,89099247,2017-03-14,11.97,46353.44,Cancelada,51470,EjCMQZil,Juguete Visit,727.25,74,Artículo Juguete Visit en venta en tienda,fig_493,1
9751550,71,727.25,731.0,Nota de Crédito,3458173,56757334,2017-08-29,18.14,25954.26,Completada,51470,EjCMQZil,Juguete Visit,727.25,74,Artículo Juguete Visit en venta en tienda,fig_493,1
6659148,25,727.25,810.41,Recibo,6551175,77614705,2018-06-21,85.67,43361.79,Completada,51470,EjCMQZil,Juguete Visit,727.25,74,Artículo Juguete Visit en venta en tienda,fig_493,1
3952039,10,727.25,138.99,Nota de Débito,9111161,56731206,2017-06-13,21.41,33606.2,Reembolsada,51470,EjCMQZil,Juguete Visit,727.25,74,Artículo Juguete Visit en venta en tienda,fig_493,1
4835371,19,727.25,420.6,Nota de Crédito,8071411,82440420,2022-12-13,49.22,77126.42,Pendiente,51470,EjCMQZil,Juguete Visit,727.25,74,Artículo Juguete Visit en venta en tienda,fig_493,1
9340106,44,166.1,368.15,Ticket de Venta,4393821,38933275,2018-06-28,87.86,30923.81,Completada,75369,2l9tAORk,Tableta Picture,166.1,69,Artículo Tableta Picture en venta en tienda,fig_971,1
4838000,88,166.1,26.07,Nota de Débito,8982663,73547908,2019-05-08,37.71,59094.78,Cancelada,75369,2l9tAORk,Tableta Picture,166.1,69,Artículo Tableta Picture en venta en tienda,fig_971,1
5738774,95,166.1,336.61,Ticket de Venta,9048948,79276844,2018-06-16,45.01,34963.65,En proceso,75369,2l9tAORk,Tableta Picture,166.1,69,Artículo Tableta Picture en venta en tienda,fig_971,1
6852202,86,419.76,466.11,Ticket de Venta,4393821,38933275,2018-06-28,87.86,30923.81,Completada,13750,KE9uRP7n,Bolígrafo Voice,419.76,1,Artículo Bolígrafo Voice en venta en tienda,fig_457,1
3904171,58,419.76,326.43,Nota de Crédito,1403014,82348159,2017-01-22,51.3,65129.66,Pendiente,13750,KE9uRP7n,Bolígrafo Voice,419.76,1,Artículo Bolígrafo Voice en venta en tienda,fig_457,1
9607967,95,419.76,181.98,Factura,4288472,49584095,2018-11-11,9.53,34312.96,Pendiente,13750,KE9uRP7n,Bolígrafo Voice,419.76,1,Artículo Bolígrafo Voice en venta en tienda,fig_457,1
4140888,63,419.76,656.81,Recibo,1442682,95351606,2020-08-16,61.25,63805.56,Pendiente,13750,KE9uRP7n,Bolígrafo Voice,419.76,1,Artículo Bolígrafo Voice en venta en tienda,fig_457,1
9249774,68,419.76,426.04,Recibo,4997839,39207576,2019-07-27,39.92,87749.85,Reembolsada,13750,KE9uRP7n,Bolígrafo Voice,419.76,1,Artículo Bolígrafo Voice en venta en tienda,fig_457,1
8305418,35,419.76,789.54,Boleta de Venta,1944303,35242678,2023-06-28,32.81,73817.36,Reembolsada,13750,KE9uRP7n,Bolígrafo Voice,419.76,1,Artículo Bolígrafo Voice en venta en tienda,fig_457,1
3359062,36,419.76,227.43,Nota de Débito,2459385,73182963,2021-10-27,67.7,30928.71,Cancelada,13750,KE9uRP7n,Bolígrafo Voice,419.76,1,Artículo Bolígrafo Voice en venta en tienda,fig_457,1
5908923,37,396.84,124.49,Ticket de Venta,4393821,38933275,2018-06-28,87.86,30923.81,Completada,39582,e1p7BAqE,Pantalón Lead,396.84,97,Artículo Pantalón Lead en venta en tienda,fig_603,1
9603169,54,396.84,374.43,Boleta de Venta,1771384,32356199,2016-03-10,90.15,46796.06,Reembolsada,39582,e1p7BAqE,Pantalón Lead,396.84,97,Artículo Pantalón Lead en venta en tienda,fig_603,1
9542104,53,396.84,203.9,Nota de Débito,1171603,14807189,2021-08-19,28.01,45796.75,Pendiente,39582,e1p7BAqE,Pantalón Lead,396.84,97,Artículo Pantalón Lead en venta en tienda,fig_603,1
3681281,94,683.48,832.34,Ticket de Venta,4393821,38933275,2018-06-28,87.86,30923.81,Completada,51470,yfRdZE5N,Juguete Activity,683.48,68,Artículo Juguete Activity en venta en tienda,fig_616,1
6787396,19,683.48,131.86,Nota de Débito,7904549,52352255,2023-06-24,17.74,86661.94,Cancelada,51470,yfRdZE5N,Juguete Activity,683.48,68,Artículo Juguete Activity en venta en tienda,fig_616,1
7363758,74,683.48,906.77,Ticket de Venta,1786696,46281479,2015-10-06,52.64,31733.48,Reembolsada,51470,yfRdZE5N,Juguete Activity,683.48,68,Artículo Juguete Activity en venta en tienda,fig_616,1
8134436,72,683.48,177.42,Ticket de Venta,6618915,21397262,2016-03-09,61.68,97443.41,Reembolsada,51470,yfRdZE5N,Juguete Activity,683.48,68,Artículo Juguete Activity en venta en tienda,fig_616,1
5635485,18,683.48,560.14,Ticket de Venta,9732990,93606716,2020-09-04,69.2,98204.11,Pendiente,51470,yfRdZE5N,Juguete Activity,683.48,68,Artículo Juguete Activity en venta en tienda,fig_616,1
3930210,39,683.48,685.11,Nota de Débito,3914182,36749688,2020-11-26,89.0,57706.18,Pendiente,51470,yfRdZE5N,Juguete Activity,683.48,68,Artículo Juguete Activity en venta en tienda,fig_616,1
7285833,4,369.88,84.99,Ticket de Venta,4393821,38933275,2018-06-28,87.86,30923.81,Completada,13750,mejbp5ij,Libro People,369.88,30,Artículo Libro People en venta en tienda,fig_824,1
4638881,82,369.88,79.3,Boleta de Venta,3616988,74070220,2021-01-28,66.93,5654.28,Completada,13750,mejbp5ij,Libro People,369.88,30,Artículo Libro People en venta en tienda,fig_824,1
3873439,94,369.88,470.89,Boleta de Venta,6766907,30845193,2015-10-04,58.94,76479.21,En proceso,13750,mejbp5ij,Libro People,369.88,30,Artículo Libro People en venta en tienda,fig_824,1
5019484,9,369.88,332.45,Factura,7851211,60828850,2015-03-18,65.28,98571.0,Pendiente,13750,mejbp5ij,Libro People,369.88,30,Artículo Libro People en venta en tienda,fig_824,1
7218025,92,369.88,736.96,Boleta de Venta,8739393,87257586,2020-11-29,8.64,38236.12,Pendiente,13750,mejbp5ij,Libro People,369.88,30,Artículo Libro People en venta en tienda,fig_824,1
4476187,37,369.88,102.96,Ticket de Venta,7372318,25470440,2018-08-24,46.9,34523.41,Pendiente,13750,mejbp5ij,Libro People,369.88,30,Artículo Libro People en venta en tienda,fig_824,1
8716696,14,21.56,640.73,Factura,5375039,70917107,2018-04-27,93.87,11191.79,Completada,75369,Oq4HROPw,Tableta Debate,21.56,31,Artículo Tableta Debate en venta en tienda,fig_338,1
8358291,85,21.56,849.74,Factura,2654922,16564882,2022-11-07,50.61,62550.29,Pendiente,75369,Oq4HROPw,Tableta Debate,21.56,31,Artículo Tableta Debate en venta en tienda,fig_338,1
7408929,85,21.56,696.14,Factura,4862642,15082105,2016-04-07,97.83,31971.51,Pendiente,75369,Oq4HROPw,Tableta Debate,21.56,31,Artículo Tableta Debate en venta en tienda,fig_338,1
5861060,19,21.56,435.09,Nota de Débito,9923503,13970284,2018-11-24,86.3,71381.8,En proceso,75369,Oq4HROPw,Tableta Debate,21.56,31,Artículo Tableta Debate en venta en tienda,fig_338,1
5542901,58,721.83,244.8,Factura,5375039,70917107,2018-04-27,93.87,11191.79,Completada,32684,clRXMe4q,Mesa Hour,721.83,42,Artículo Mesa Hour en venta en tienda,fig_678,1
6533843,76,721.83,306.8,Boleta de Venta,8329944,99371676,2018-05-20,11.93,3119.35,Cancelada,32684,clRXMe4q,Mesa Hour,721.83,42,Artículo Mesa Hour en venta en tienda,fig_678,1
3585457,36,721.83,585.07,Nota de Débito,1231998,47449166,2022-06-12,54.14,97174.07,Reembolsada,32684,clRXMe4q,Mesa Hour,721.83,42,Artículo Mesa Hour en venta en tienda,fig_678,1
7768731,79,721.83,325.32,Factura,7469499,34603377,2017-05-06,76.74,56944.59,Reembolsada,32684,clRXMe4q,Mesa Hour,721.83,42,Artículo Mesa Hour en venta en tienda,fig_678,1
7068886,16,721.83,521.11,Ticket de Venta,9636499,61629011,2020-10-27,54.81,58551.33,Pendiente,32684,clRXMe4q,Mesa Hour,721.83,42,Artículo Mesa Hour en venta en tienda,fig_678,1
3747532,64,880.47,939.42,Factura,5375039,70917107,2018-04-27,93.87,11191.79,Completada,32684,WxTnLlGm,Cocina Choose,880.47,90,Artículo Cocina Choose en venta en tienda,fig_9,1
8576815,82,880.47,617.97,Boleta de Venta,7969422,89903694,2017-12-31,26.14,15939.05,En proceso,32684,WxTnLlGm,Cocina Choose,880.47,90,Artículo Cocina Choose en venta en tienda,fig_9,1
3368212,28,880.47,889.76,Nota de Débito,7736405,66128931,2022-03-08,77.21,36981.87,Reembolsada,32684,WxTnLlGm,Cocina Choose,880.47,90,Artículo Cocina Choose en venta en tienda,fig_9,1
5620867,54,880.47,294.68,Ticket de Venta,8934382,16595895,2015-04-16,57.3,9774.53,En proceso,32684,WxTnLlGm,Cocina Choose,880.47,90,Artículo Cocina Choose en venta en tienda,fig_9,1
8856649,84,880.47,30.57,Recibo,3576476,78361179,2020-07-30,0.64,71998.66,Pendiente,32684,WxTnLlGm,Cocina Choose,880.47,90,Artículo Cocina Choose en venta en tienda,fig_9,1
8887378,99,880.47,547.79,Nota de Débito,4639575,22709019,2019-04-04,71.9,96780.69,Pendiente,32684,WxTnLlGm,Cocina Choose,880.47,90,Artículo Cocina Choose en venta en tienda,fig_9,1
4210036,18,880.47,164.34,Factura,5086843,21790277,2020-05-03,78.88,81498.19,Cancelada,32684,WxTnLlGm,Cocina Choose,880.47,90,Artículo Cocina Choose en venta en tienda,fig_9,1
8192412,44,841.71,26.76,Ticket de Venta,6430226,64724441,2018-01-29,42.87,27760.36,Cancelada,97521,6qN43Dkk,Reloj Mrs,841.71,96,Artículo Reloj Mrs en venta en tienda,fig_804,1
6694747,88,841.71,66.3,Boleta de Venta,7347825,68103740,2021-01-11,53.53,8448.01,Reembolsada,97521,6qN43Dkk,Reloj Mrs,841.71,96,Artículo Reloj Mrs en venta en tienda,fig_804,1
4581370,47,841.71,337.39,Factura,9421262,57092485,2016-10-31,62.05,94186.16,Cancelada,97521,6qN43Dkk,Reloj Mrs,841.71,96,Artículo Reloj Mrs en venta en tienda,fig_804,1
9972845,23,925.84,474.09,Ticket de Venta,6430226,64724441,2018-01-29,42.87,27760.36,Cancelada,32684,GtMRFhwJ,Jarrón Fill,925.84,43,Artículo Jarrón Fill en venta en tienda,fig_151,1
4279727,32,925.84,34.82,Ticket de Venta,2734298,29526218,2022-01-24,41.93,79951.76,Reembolsada,32684,GtMRFhwJ,Jarrón Fill,925.84,43,Artículo Jarrón Fill en venta en tienda,fig_151,1
3839179,58,925.84,481.15,Nota de Crédito,7752784,99914774,2017-05-03,5.16,41555.14,En proceso,32684,GtMRFhwJ,Jarrón Fill,925.84,43,Artículo Jarrón Fill en venta en tienda,fig_151,1
5674863,80,925.84,71.1,Recibo,6318568,77005210,2017-03-13,8.25,82108.21,Cancelada,32684,GtMRFhwJ,Jarrón Fill,925.84,43,Artículo Jarrón Fill en venta en tienda,fig_151,1
5630884,24,925.84,81.97,Ticket de Venta,9785395,93290538,2020-11-07,14.22,19461.18,Reembolsada,32684,GtMRFhwJ,Jarrón Fill,925.84,43,Artículo Jarrón Fill en venta en tienda,fig_151,1
7352712,83,136.35,771.48,Ticket de Venta,6430226,64724441,2018-01-29,42.87,27760.36,Cancelada,51470,Deb1dszE,Juguete Exist,136.35,83,Artículo Juguete Exist en venta en tienda,fig_724,1
4374442,6,136.35,303.81,Recibo,2280674,69825737,2015-08-16,16.72,8226.17,Reembolsada,51470,Deb1dszE,Juguete Exist,136.35,83,Artículo Juguete Exist en venta en tienda,fig_724,1
6439922,8,136.35,678.07,Factura,4152174,96172843,2021-07-31,1.3,91716.51,Cancelada,51470,Deb1dszE,Juguete Exist,136.35,83,Artículo Juguete Exist en venta en tienda,fig_724,1
3808141,0,136.35,971.34,Boleta de Venta,6059294,67239139,2021-12-11,30.4,13555.59,Completada,51470,Deb1dszE,Juguete Exist,136.35,83,Artículo Juguete Exist en venta en tienda,fig_724,1
4861269,7,136.35,551.79,Nota de Débito,8596591,80061496,2018-04-27,16.04,2782.67,Reembolsada,51470,Deb1dszE,Juguete Exist,136.35,83,Artículo Juguete Exist en venta en tienda,fig_724,1
5501167,89,136.35,808.59,Recibo,4997839,39207576,2019-07-27,39.92,87749.85,Reembolsada,51470,Deb1dszE,Juguete Exist,136.35,83,Artículo Juguete Exist en venta en tienda,fig_724,1
9712760,93,136.35,352.45,Factura,7736057,82313922,2021-10-29,89.4,30632.64,Reembolsada,51470,Deb1dszE,Juguete Exist,136.35,83,Artículo Juguete Exist en venta en tienda,fig_724,1
3356016,9,136.35,113.49,Factura,4631754,48723121,2021-01-31,95.28,57077.47,Completada,51470,Deb1dszE,Juguete Exist,136.35,83,Artículo Juguete Exist en venta en tienda,fig_724,1
6680752,57,810.43,292.09,Ticket de Venta,6430226,64724441,2018-01-29,42.87,27760.36,Cancelada,32684,NAkduEqN,Lámpara Fish,810.43,5,Artículo Lámpara Fish en venta en tienda,fig_441,1
6866748,86,810.43,224.72,Nota de Débito,3436224,57599694,2018-04-29,41.44,51211.54,Completada,32684,NAkduEqN,Lámpara Fish,810.43,5,Artículo Lámpara Fish en venta en tienda,fig_441,1
3711793,73,810.43,613.94,Recibo,2200904,97228060,2015-05-27,4.59,64790.65,Pendiente,32684,NAkduEqN,Lámpara Fish,810.43,5,Artículo Lámpara Fish en venta en tienda,fig_441,1
5769832,69,810.43,128.12,Ticket de Venta,8948719,49851320,2018-06-28,84.15,31582.18,En proceso,32684,NAkduEqN,Lámpara Fish,810.43,5,Artículo Lámpara Fish en venta en tienda,fig_441,1
8752305,65,810.43,711.47,Boleta de Venta,8858809,99310761,2016-01-25,77.47,49241.59,Reembolsada,32684,NAkduEqN,Lámpara Fish,810.43,5,Artículo Lámpara Fish en venta en tienda,fig_441,1
5214499,94,810.43,861.35,Factura,7058321,73548619,2022-03-04,14.3,52003.83,Cancelada,32684,NAkduEqN,Lámpara Fish,810.43,5,Artículo Lámpara Fish en venta en tienda,fig_441,1
8118792,72,810.43,307.79,Nota de Crédito,2271175,67854276,2023-03-25,0.01,71813.2,Completada,32684,NAkduEqN,Lámpara Fish,810.43,5,Artículo Lámpara Fish en venta en tienda,fig_441,1
5111711,52,80.81,417.16,Ticket de Venta,6430226,64724441,2018-01-29,42.87,27760.36,Cancelada,39582,HmyvwQN6,Suéter Have,80.81,36,Artículo Suéter Have en venta en tienda,fig_808,1
8769539,19,80.81,617.67,Boleta de Venta,7969422,89903694,2017-12-31,26.14,15939.05,En proceso,39582,HmyvwQN6,Suéter Have,80.81,36,Artículo Suéter Have en venta en tienda,fig_808,1
6751276,77,80.81,6.16,Nota de Crédito,6958439,56814907,2022-04-03,72.84,67461.46,Pendiente,39582,HmyvwQN6,Suéter Have,80.81,36,Artículo Suéter Have en venta en tienda,fig_808,1
8499006,51,80.81,114.59,Ticket de Venta,3460341,30702803,2018-08-03,33.54,66095.83,Reembolsada,39582,HmyvwQN6,Suéter Have,80.81,36,Artículo Suéter Have en venta en tienda,fig_808,1
8390711,17,80.81,814.17,Ticket de Venta,2734298,29526218,2022-01-24,41.93,79951.76,Reembolsada,39582,HmyvwQN6,Suéter Have,80.81,36,Artículo Suéter Have en venta en tienda,fig_808,1
7395937,96,80.81,8.69,Nota de Débito,8556551,67856392,2023-06-27,57.23,61716.32,Cancelada,39582,HmyvwQN6,Suéter Have,80.81,36,Artículo Suéter Have en venta en tienda,fig_808,1
3642431,3,80.81,167.72,Factura,5409692,86635355,2020-08-21,39.9,89378.76,Reembolsada,39582,HmyvwQN6,Suéter Have,80.81,36,Artículo Suéter Have en venta en tienda,fig_808,1
6898931,98,80.81,638.84,Boleta de Venta,9924208,58240566,2015-11-30,11.38,21241.79,Reembolsada,39582,HmyvwQN6,Suéter Have,80.81,36,Artículo Suéter Have en venta en tienda,fig_808,1
8775511,74,80.81,492.89,Recibo,5764544,70004123,2022-09-21,36.87,91326.54,En proceso,39582,HmyvwQN6,Suéter Have,80.81,36,Artículo Suéter Have en venta en tienda,fig_808,1
8356260,52,198.89,423.74,Factura,8220785,52228204,2018-06-26,32.0,64793.91,Pendiente,39582,r65D59zV,Pantalón More,198.89,32,Artículo Pantalón More en venta en tienda,fig_376,1
9161676,19,198.89,247.45,Ticket de Venta,7552542,40523240,2023-07-12,57.68,43001.85,Cancelada,39582,r65D59zV,Pantalón More,198.89,32,Artículo Pantalón More en venta en tienda,fig_376,1
7763640,65,198.89,476.34,Boleta de Venta,5297959,62697235,2019-04-10,9.69,39127.31,Reembolsada,39582,r65D59zV,Pantalón More,198.89,32,Artículo Pantalón More en venta en tienda,fig_376,1
7647205,80,198.89,852.88,Nota de Débito,5786554,69294971,2017-06-04,16.7,16455.82,Completada,39582,r65D59zV,Pantalón More,198.89,32,Artículo Pantalón More en venta en tienda,fig_376,1
7704017,40,149.98,533.93,Factura,8220785,52228204,2018-06-26,32.0,64793.91,Pendiente,82016,a20rlcMs,Tenis Bad,149.98,76,Artículo Tenis Bad en venta en tienda,fig_86,1
5452661,52,149.98,598.45,Factura,1673245,60358675,2022-07-12,99.94,16499.25,Reembolsada,82016,a20rlcMs,Tenis Bad,149.98,76,Artículo Tenis Bad en venta en tienda,fig_86,1
7532290,99,149.98,388.63,Ticket de Venta,3084501,86223047,2015-06-18,38.49,54096.43,Reembolsada,82016,a20rlcMs,Tenis Bad,149.98,76,Artículo Tenis Bad en venta en tienda,fig_86,1
4974321,28,149.98,107.38,Factura,7306353,61606983,2016-07-16,82.53,37874.45,En proceso,82016,a20rlcMs,Tenis Bad,149.98,76,Artículo Tenis Bad en venta en tienda,fig_86,1
6449521,17,149.98,238.84,Recibo,8443566,63977131,2019-11-15,51.95,34001.21,Completada,82016,a20rlcMs,Tenis Bad,149.98,76,Artículo Tenis Bad en venta en tienda,fig_86,1
4768067,37,149.98,898.31,Recibo,3576476,78361179,2020-07-30,0.64,71998.66,Pendiente,82016,a20rlcMs,Tenis Bad,149.98,76,Artículo Tenis Bad en venta en tienda,fig_86,1
3723868,34,419.54,247.63,Factura,8220785,52228204,2018-06-26,32.0,64793.91,Pendiente,64218,kqmMvmez,Galleta Mention,419.54,73,Artículo Galleta Mention en venta en tienda,fig_197,1
3615716,45,419.54,336.32,Nota de Débito,8550120,68830947,2019-09-13,2.98,5215.63,Cancelada,64218,kqmMvmez,Galleta Mention,419.54,73,Artículo Galleta Mention en venta en tienda,fig_197,1
7526755,99,419.54,136.1,Factura,8702321,77310255,2017-03-24,0.25,59242.33,Pendiente,64218,kqmMvmez,Galleta Mention,419.54,73,Artículo Galleta Mention en venta en tienda,fig_197,1
4873639,60,419.54,799.38,Recibo,8987757,39980077,2018-09-09,87.4,81824.46,Completada,64218,kqmMvmez,Galleta Mention,419.54,73,Artículo Galleta Mention en venta en tienda,fig_197,1
7060852,37,419.54,424.29,Ticket de Venta,5808402,53735667,2017-01-27,86.0,24247.46,Cancelada,64218,kqmMvmez,Galleta Mention,419.54,73,Artículo Galleta Mention en venta en tienda,fig_197,1
8647856,24,419.54,386.21,Boleta de Venta,1907092,72544584,2023-01-13,20.07,6273.93,En proceso,64218,kqmMvmez,Galleta Mention,419.54,73,Artículo Galleta Mention en venta en tienda,fig_197,1
5027649,47,419.54,128.6,Recibo,4023153,34292525,2020-09-29,71.43,83228.81,Reembolsada,64218,kqmMvmez,Galleta Mention,419.54,73,Artículo Galleta Mention en venta en tienda,fig_197,1
4546321,98,35.54,498.87,Factura,8220785,52228204,2018-06-26,32.0,64793.91,Pendiente,39582,3vTmiA6C,Camisa Clearly,35.54,2,Artículo Camisa Clearly en venta en tienda,fig_973,1
8963633,72,35.54,435.18,Factura,5275305,35563169,2023-08-14,37.73,3002.96,En proceso,39582,3vTmiA6C,Camisa Clearly,35.54,2,Artículo Camisa Clearly en venta en tienda,fig_973,1
7601518,66,35.54,570.96,Ticket de Venta,9061903,56661457,2018-11-07,50.87,69706.55,Completada,39582,3vTmiA6C,Camisa Clearly,35.54,2,Artículo Camisa Clearly en venta en tienda,fig_973,1
5177190,72,35.54,887.05,Boleta de Venta,7383576,24603082,2022-09-18,53.9,31190.43,Pendiente,39582,3vTmiA6C,Camisa Clearly,35.54,2,Artículo Camisa Clearly en venta en tienda,fig_973,1
9862185,37,35.54,306.7,Factura,6169440,94653211,2023-09-05,81.59,75404.26,Cancelada,39582,3vTmiA6C,Camisa Clearly,35.54,2,Artículo Camisa Clearly en venta en tienda,fig_973,1
9571333,35,541.54,668.2,Nota de Crédito,5527105,76135947,2017-03-01,12.27,55665.6,Cancelada,40879,pc6KNQxt,Maquillaje Option,541.54,45,Artículo Maquillaje Option en venta en tienda,fig_653,1
6526366,0,541.54,138.9,Boleta de Venta,6043652,91457537,2016-09-28,40.77,69801.72,Cancelada,40879,pc6KNQxt,Maquillaje Option,541.54,45,Artículo Maquillaje Option en venta en tienda,fig_653,1
8100333,74,541.54,869.58,Recibo,8602130,17648079,2019-11-19,45.05,55470.01,Pendiente,40879,pc6KNQxt,Maquillaje Option,541.54,45,Artículo Maquillaje Option en venta en tienda,fig_653,1
7113671,41,541.54,614.07,Factura,8430119,35060194,2022-01-06,56.26,80364.3,Cancelada,40879,pc6KNQxt,Maquillaje Option,541.54,45,Artículo Maquillaje Option en venta en tienda,fig_653,1
8648350,61,541.54,535.1,Factura,2433854,82733827,2020-09-04,1.67,66586.5,Pendiente,40879,pc6KNQxt,Maquillaje Option,541.54,45,Artículo Maquillaje Option en venta en tienda,fig_653,1
8921672,83,541.54,180.76,Factura,3045450,32434241,2017-07-30,37.57,77403.21,Reembolsada,40879,pc6KNQxt,Maquillaje Option,541.54,45,Artículo Maquillaje Option en venta en tienda,fig_653,1
4274712,7,541.54,212.0,Ticket de Venta,7333726,53030724,2015-04-03,57.18,23505.87,Completada,40879,pc6KNQxt,Maquillaje Option,541.54,45,Artículo Maquillaje Option en venta en tienda,fig_653,1
7785901,54,696.34,815.42,Nota de Crédito,5527105,76135947,2017-03-01,12.27,55665.6,Cancelada,13750,vGvS98MD,Libro Successful,696.34,37,Artículo Libro Successful en venta en tienda,fig_600,1
8848709,13,696.34,289.32,Ticket de Venta,2920902,70087032,2015-04-21,82.68,76353.31,Cancelada,13750,vGvS98MD,Libro Successful,696.34,37,Artículo Libro Successful en venta en tienda,fig_600,1
6293090,91,696.34,231.1,Ticket de Venta,3460341,30702803,2018-08-03,33.54,66095.83,Reembolsada,13750,vGvS98MD,Libro Successful,696.34,37,Artículo Libro Successful en venta en tienda,fig_600,1
4534864,88,696.34,359.22,Recibo,6078541,85620804,2020-01-13,80.46,33317.75,Reembolsada,13750,vGvS98MD,Libro Successful,696.34,37,Artículo Libro Successful en venta en tienda,fig_600,1
5298718,24,696.34,674.54,Boleta de Venta,9832745,73496828,2018-03-31,59.03,43461.32,Reembolsada,13750,vGvS98MD,Libro Successful,696.34,37,Artículo Libro Successful en venta en tienda,fig_600,1
4885869,45,696.34,894.81,Recibo,4029484,27091946,2016-02-11,55.25,38124.75,Cancelada,13750,vGvS98MD,Libro Successful,696.34,37,Artículo Libro Successful en venta en tienda,fig_600,1
8439972,58,696.34,884.25,Nota de Débito,9111161,56731206,2017-06-13,21.41,33606.2,Reembolsada,13750,vGvS98MD,Libro Successful,696.34,37,Artículo Libro Successful en venta en tienda,fig_600,1
4182710,76,876.47,238.57,Nota de Crédito,5527105,76135947,2017-03-01,12.27,55665.6,Cancelada,13750,mHePFwAu,Libro Table,876.47,35,Artículo Libro Table en venta en tienda,fig_700,1
8313338,3,876.47,985.68,Boleta de Venta,1553162,11438802,2021-01-01,5.52,33689.84,Reembolsada,13750,mHePFwAu,Libro Table,876.47,35,Artículo Libro Table en venta en tienda,fig_700,1
6339066,30,876.47,317.7,Ticket de Venta,2536122,82133629,2022-09-29,54.72,28690.0,Pendiente,13750,mHePFwAu,Libro Table,876.47,35,Artículo Libro Table en venta en tienda,fig_700,1
8792040,12,876.47,317.35,Recibo,6318568,77005210,2017-03-13,8.25,82108.21,Cancelada,13750,mHePFwAu,Libro Table,876.47,35,Artículo Libro Table en venta en tienda,fig_700,1
4127168,45,876.47,213.41,Ticket de Venta,7470515,98786712,2020-12-08,69.2,18012.73,En proceso,13750,mHePFwAu,Libro Table,876.47,35,Artículo Libro Table en venta en tienda,fig_700,1
4718546,16,974.8,144.06,Nota de Crédito,5527105,76135947,2017-03-01,12.27,55665.6,Cancelada,82016,L52mjAOt,Tenis Director,974.8,29,Artículo Tenis Director en venta en tienda,fig_74,1
6506147,50,974.8,549.44,Nota de Débito,1030195,90095656,2022-04-19,46.17,31423.55,En proceso,82016,L52mjAOt,Tenis Director,974.8,29,Artículo Tenis Director en venta en tienda,fig_74,1
4087428,24,974.8,191.25,Nota de Débito,7654001,80202280,2019-09-17,0.27,1213.18,Reembolsada,82016,L52mjAOt,Tenis Director,974.8,29,Artículo Tenis Director en venta en tienda,fig_74,1
3514790,67,974.8,994.26,Nota de Crédito,7713864,13898452,2020-07-25,90.01,18271.1,En proceso,82016,L52mjAOt,Tenis Director,974.8,29,Artículo Tenis Director en venta en tienda,fig_74,1
